trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
277,False,"{'a': 0.8, 'e': 0.06179436923202588}",20,1,-13.540033337985598,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.8, 'e': 0.06117642553970562}",20,0,27.293165557711095,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.8, 'e': 0.06056466128430856}",20,5,-18.288565085004223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
280,False,"{'a': 0.8, 'e': 0.05995901467146548}",30,17,22.534651068115096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.8, 'e': 0.05935942452475082}",25,8,28.07011268009692,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.8, 'e': 0.058765830279503314}",30,12,30.761004680339973,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.8, 'e': 0.05817817197670828}",30,19,12.269503252737984,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.8, 'e': 0.057596390256941195}",35,24,20.966663433613633,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.8, 'e': 0.05702042635437178}",25,7,24.9677209317185,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.8, 'e': 0.05645022209082806}",25,0,20.364819592666375,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
287,False,"{'a': 0.8, 'e': 0.05588571986991978}",25,19,11.421352282761767,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
