trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
92,False,"{'a': 0.8, 'e': 0.39667780642202527}",20,0,11.972927043166703,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
93,False,"{'a': 0.8, 'e': 0.392711028357805}",30,14,-15.224000993945921,"{0: 14, 1: 0, 2: 0, 3: 2, 4: 0}",1
94,False,"{'a': 0.8, 'e': 0.38878391807422696}",30,20,10.235028103273802,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.8, 'e': 0.3848960788934847}",25,0,-41.88359744383748,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
96,False,"{'a': 0.8, 'e': 0.38104711810454983}",25,0,17.962399293423797,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
97,False,"{'a': 0.8, 'e': 0.37723664692350434}",20,0,-10.696972986190586,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
98,False,"{'a': 0.8, 'e': 0.37346428045426927}",35,0,2.1000266387335342,"{0: 31, 1: 1, 2: 3, 3: 0, 4: 0}",0
99,False,"{'a': 0.8, 'e': 0.36972963764972655}",30,16,-22.18778863751648,"{0: 11, 1: 1, 2: 0, 3: 2, 4: 0}",1
100,False,"{'a': 0.8, 'e': 0.36603234127322926}",25,13,-19.097863925444482,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
101,False,"{'a': 0.8, 'e': 0.36237201786049694}",25,16,11.456503916471142,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.8, 'e': 0.358748297681892}",20,10,-24.838959872348408,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
103,False,"{'a': 0.8, 'e': 0.35516081470507305}",25,14,6.039452341865972,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.8, 'e': 0.3516092065580223}",20,0,33.56303510645986,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
105,False,"{'a': 0.8, 'e': 0.34809311449244207}",30,16,-71.62564392236294,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 1}",1
106,False,"{'a': 0.8, 'e': 0.34461218334751764}",25,11,-8.489947193208407,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
107,False,"{'a': 0.8, 'e': 0.34116606151404244}",20,6,21.585116368117706,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.8, 'e': 0.337754400898902}",20,15,7.4348015915746135,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
109,False,"{'a': 0.8, 'e': 0.334376856889913}",25,12,-58.21888170594581,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
110,False,"{'a': 0.8, 'e': 0.33103308832101386}",20,6,0.24916151445301482,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
111,False,"{'a': 0.8, 'e': 0.3277227574378037}",20,13,15.568325233782863,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.8, 'e': 0.3244455298634257}",25,15,-44.85125084027734,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
113,False,"{'a': 0.8, 'e': 0.3212010745647914}",25,12,-19.23879137730865,"{0: 11, 1: 0, 2: 0, 3: 2, 4: 0}",1
114,False,"{'a': 0.8, 'e': 0.3179890638191435}",25,0,-35.57208692014051,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
115,False,"{'a': 0.8, 'e': 0.31480917318095203}",25,17,3.8620333404399974,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.8, 'e': 0.3116610814491425}",25,0,-142.99797878128584,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 4}",0
117,False,"{'a': 0.8, 'e': 0.30854447063465107}",20,6,12.27080590501008,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.8, 'e': 0.30545902592830454}",30,4,2.8678945849846915,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 0}",1
119,False,"{'a': 0.8, 'e': 0.3024044356690215}",20,0,20.658028848916338,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
120,False,"{'a': 0.8, 'e': 0.29938039131233124}",20,0,-43.942474050644535,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",1
121,False,"{'a': 0.8, 'e': 0.2963865873992079}",25,3,5.861322892962701,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.8, 'e': 0.29342272152521587}",25,14,6.298629036373662,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.8, 'e': 0.2904884943099637}",25,0,-12.722580124257973,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
124,False,"{'a': 0.8, 'e': 0.28758360936686406}",25,9,8.572106540711436,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.8, 'e': 0.2847077732731954}",30,14,-45.24765710750463,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
126,False,"{'a': 0.8, 'e': 0.28186069554046345}",20,0,-5.063225875543183,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
127,False,"{'a': 0.8, 'e': 0.2790420885850588}",30,0,-27.958207914268254,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
128,False,"{'a': 0.8, 'e': 0.2762516676992082}",25,7,-52.12733994594623,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
129,False,"{'a': 0.8, 'e': 0.27348915102221616}",25,14,11.487380604693112,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.8, 'e': 0.270754259511994}",30,13,27.39832756083014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.8, 'e': 0.26804671691687404}",25,16,15.657008908416314,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.8, 'e': 0.2653662497477053}",30,20,20.001705053929182,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.8, 'e': 0.2627125872502282}",30,15,-18.39024989360818,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 0}",1
134,False,"{'a': 0.8, 'e': 0.2600854613777259}",25,15,17.17741333442105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.8, 'e': 0.2574846067639487}",20,0,23.41711181138898,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.8, 'e': 0.2549097606963092}",20,15,7.617809226600517,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.8, 'e': 0.2523606630893461}",25,11,-26.930020077405928,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.8, 'e': 0.24983705645845267}",20,12,14.408119566638465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.8, 'e': 0.24733868589386815}",25,7,-62.50768794648842,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 1}",1
140,False,"{'a': 0.8, 'e': 0.24486529903492946}",25,13,24.773232005464575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.8, 'e': 0.24241664604458016}",35,16,32.34647033162765,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.8, 'e': 0.23999247958413436}",25,0,28.152064754183808,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
143,False,"{'a': 0.8, 'e': 0.23759255478829303}",30,4,41.61825145115777,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.8, 'e': 0.2352166292404101}",25,14,7.810161383863717,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.8, 'e': 0.232864462948006}",20,6,24.321683184654816,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.8, 'e': 0.23053581831852593}",20,0,-20.781419655209234,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
147,False,"{'a': 0.8, 'e': 0.22823046013534068}",25,2,-30.376306991381604,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 1}",1
148,False,"{'a': 0.8, 'e': 0.22594815553398728}",30,13,21.00324853694309,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
149,False,"{'a': 0.8, 'e': 0.22368867397864742}",30,14,18.27943735422636,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.8, 'e': 0.22145178723886094}",20,0,31.457986281891028,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
151,False,"{'a': 0.8, 'e': 0.21923726936647234}",20,0,-12.044557857266078,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
152,False,"{'a': 0.8, 'e': 0.2170448966728076}",25,17,-1.9850167633483813,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.8, 'e': 0.21487444770607952}",20,0,3.2796161586158483,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
154,False,"{'a': 0.8, 'e': 0.21272570322901874}",20,0,27.727488635799222,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.8, 'e': 0.21059844619672854}",20,4,6.929459658303784,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.8, 'e': 0.20849246173476127}",20,15,8.678100029139085,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.8, 'e': 0.20640753711741366}",20,14,12.983450507461265,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.8, 'e': 0.20434346174623952}",25,0,-49.51180238984285,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
159,False,"{'a': 0.8, 'e': 0.20230002712877712}",25,1,21.408445351169185,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.8, 'e': 0.20027702685748935}",20,0,4.842743892157278,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
161,False,"{'a': 0.8, 'e': 0.19827425658891445}",25,18,11.59892243495386,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.8, 'e': 0.1962915140230253}",25,16,11.762886066345965,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.8, 'e': 0.19432859888279505}",20,9,-4.298770073424863,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.8, 'e': 0.1923853128939671}",30,22,14.328038902876024,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.8, 'e': 0.19046145976502743}",20,0,-83.11973031512548,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
166,False,"{'a': 0.8, 'e': 0.18855684516737714}",25,16,1.3178644645151583,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
167,False,"{'a': 0.8, 'e': 0.18667127671570335}",20,10,18.04280097535328,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.8, 'e': 0.18480456394854633}",25,7,17.33574082224671,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
169,False,"{'a': 0.8, 'e': 0.18295651830906087}",30,21,13.245093193374974,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.8, 'e': 0.18112695312597027}",20,10,15.525591357623867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.8, 'e': 0.17931568359471056}",25,13,3.780379397290516,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.8, 'e': 0.17752252675876345}",30,16,0.9169040368654813,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
173,False,"{'a': 0.8, 'e': 0.17574730149117582}",25,14,17.625882176459857,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.8, 'e': 0.17398982847626407}",20,5,20.40155520142072,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.8, 'e': 0.17224993019150142}",30,19,8.80249116015115,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.8, 'e': 0.1705274308895864}",20,13,15.325952979483091,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.8, 'e': 0.16882215658069055}",25,7,5.506883078005053,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
178,False,"{'a': 0.8, 'e': 0.16713393501488363}",20,14,10.81498117633288,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.8, 'e': 0.16546259566473479}",25,11,18.1838207141912,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.8, 'e': 0.16380796970808745}",30,24,10.789660479915948,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.8, 'e': 0.16216989001100657}",20,0,27.017138438710866,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
182,False,"{'a': 0.8, 'e': 0.1605481911108965}",20,0,-48.38642802406246,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
183,False,"{'a': 0.8, 'e': 0.15894270919978754}",25,6,25.069815944702864,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.8, 'e': 0.15735328210778965}",20,0,19.072240287127393,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
185,False,"{'a': 0.8, 'e': 0.15577974928671176}",20,16,8.013550409660834,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.8, 'e': 0.15422195179384465}",20,12,16.616788099854556,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.8, 'e': 0.1526797322759062}",20,12,13.389999399744937,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.8, 'e': 0.15115293495314713}",30,15,23.07051774466954,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.8, 'e': 0.14964140560361566}",30,15,30.77944711599247,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.8, 'e': 0.1481449915475795}",20,10,18.167384997217546,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.8, 'e': 0.1466635416321037}",20,14,10.07222295204172,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.8, 'e': 0.14519690621578268}",20,15,9.766927724205999,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.8, 'e': 0.14374493715362485}",25,20,9.84275746959251,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.8, 'e': 0.1423074877820886}",25,13,14.202832301511542,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.8, 'e': 0.1408844129042677}",25,11,15.63326833458287,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.8, 'e': 0.13947556877522502}",20,7,14.53516771788727,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.8, 'e': 0.13808081308747278}",20,13,-29.384171014746503,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.8, 'e': 0.13670000495659804}",20,3,7.427243542865097,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.8, 'e': 0.13533300490703207}",30,22,14.990232130412199,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.8, 'e': 0.13397967485796175}",20,0,22.589266393746456,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
201,False,"{'a': 0.8, 'e': 0.13263987810938213}",20,12,11.251725463117907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.8, 'e': 0.1313134793282883}",25,0,10.35485465871976,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
203,False,"{'a': 0.8, 'e': 0.13000034453500542}",30,20,19.772464574448364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.8, 'e': 0.12870034108965536}",30,23,11.27352636802221,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.8, 'e': 0.12741333767875881}",20,4,25.449502903305202,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.8, 'e': 0.12613920430197123}",30,18,-21.459030150125518,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.8, 'e': 0.12487781225895152}",30,15,27.33558056285205,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.8, 'e': 0.123629034136362}",25,12,23.215536597330267,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.8, 'e': 0.12239274379499838}",20,7,-19.905939903971486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
210,False,"{'a': 0.8, 'e': 0.1211688163570484}",35,0,45.57354151557191,"{0: 33, 1: 2, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.8, 'e': 0.11995712819347792}",20,13,12.686926249032407,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.8, 'e': 0.11875755691154315}",20,8,16.2916565195672,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.8, 'e': 0.11756998134242772}",20,14,11.261187563284782,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.8, 'e': 0.11639428152900344}",35,7,33.05747255017178,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.8, 'e': 0.11523033871371341}",20,6,-43.2158061687738,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
216,False,"{'a': 0.8, 'e': 0.11407803532657627}",30,3,33.69304701414399,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.8, 'e': 0.11293725497331052}",20,0,26.97719991499825,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.8, 'e': 0.1118078824235774}",25,11,26.520812191122246,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.8, 'e': 0.11068980359934164}",20,6,11.619613586042352,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.8, 'e': 0.10958290556334822}",30,11,-16.56779444889506,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
221,False,"{'a': 0.8, 'e': 0.10848707650771475}",20,3,17.623183835812085,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.8, 'e': 0.1074022057426376}",20,12,16.35727863856661,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.8, 'e': 0.10632818368521123}",30,13,8.095733915879748,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
224,False,"{'a': 0.8, 'e': 0.10526490184835911}",20,9,18.697781869693497,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.8, 'e': 0.10421225282987552}",20,6,-14.273831451471303,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
226,False,"{'a': 0.8, 'e': 0.10317013030157676}",25,7,-6.543640886937573,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
227,False,"{'a': 0.8, 'e': 0.10213842899856099}",30,12,-15.958456708968784,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
228,False,"{'a': 0.8, 'e': 0.10111704470857538}",25,15,17.827272327860967,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.8, 'e': 0.10010587426148963}",20,0,30.026149030963655,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.8, 'e': 0.09910481551887473}",25,7,21.495569015243547,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.8, 'e': 0.09811376736368599}",20,8,8.766478286333685,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
232,False,"{'a': 0.8, 'e': 0.09713262969004913}",20,0,-31.977917361381838,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
233,False,"{'a': 0.8, 'e': 0.09616130339314863}",25,15,19.212945896076178,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.8, 'e': 0.09519969035921715}",20,13,14.453208105344773,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.8, 'e': 0.09424769345562498}",20,13,15.490949754026719,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.8, 'e': 0.09330521652106873}",20,16,5.660312601903371,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.8, 'e': 0.09237216435585804}",25,17,14.620756916845794,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.8, 'e': 0.09144844271229946}",20,10,6.826155928613643,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.8, 'e': 0.09053395828517646}",20,13,15.589748510984357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.8, 'e': 0.08962861870232469}",30,12,-8.565307983711158,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
241,False,"{'a': 0.8, 'e': 0.08873233251530144}",25,11,27.28265174126647,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.8, 'e': 0.08784500919014843}",20,3,32.6716469746258,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.8, 'e': 0.08696655909824694}",30,16,25.814172023390036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.8, 'e': 0.08609689350726446}",25,0,-29.902215254037515,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
245,False,"{'a': 0.8, 'e': 0.08523592457219181}",20,10,19.651995967040882,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.8, 'e': 0.0843835653264699}",20,13,15.30165748966987,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.8, 'e': 0.0835397296732052}",30,19,10.176150486726373,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
248,False,"{'a': 0.8, 'e': 0.08270433237647315}",20,4,30.18549516795246,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.8, 'e': 0.08187728905270841}",20,3,28.870328787878023,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.8, 'e': 0.08105851616218133}",30,12,20.761795219422666,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.8, 'e': 0.08024793100055952}",25,20,11.698416063890763,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.8, 'e': 0.07944545169055392}",20,11,16.466510239225713,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.8, 'e': 0.07865099717364837}",20,0,30.951443885194458,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
254,False,"{'a': 0.8, 'e': 0.07786448720191189}",20,10,18.395836268738574,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.8, 'e': 0.07708584232989277}",35,18,22.41133332187487,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
256,False,"{'a': 0.8, 'e': 0.07631498390659384}",20,5,26.795279376590567,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.8, 'e': 0.07555183406752791}",25,13,21.24129527032686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.8, 'e': 0.07479631572685264}",20,14,10.184571837860815,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.8, 'e': 0.07404835256958411}",35,18,8.769197906973845,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
260,False,"{'a': 0.8, 'e': 0.07330786904388827}",20,11,16.67023025700324,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.8, 'e': 0.07257479035344938}",35,24,23.722725674163065,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.8, 'e': 0.07184904244991488}",30,15,-6.577247264822249,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
263,False,"{'a': 0.8, 'e': 0.07113055202541574}",25,7,31.90591490030091,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.8, 'e': 0.07041924650516158}",25,13,23.37855556497501,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.8, 'e': 0.06971505404010997}",30,4,28.26691938730555,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.8, 'e': 0.06901790349970886}",25,15,15.04846543956861,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.8, 'e': 0.06832772446471178}",25,15,9.225456588395206,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
268,False,"{'a': 0.8, 'e': 0.06764444722006466}",20,0,27.99812410166792,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
269,False,"{'a': 0.8, 'e': 0.066968002747864}",20,8,19.95798623258985,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.8, 'e': 0.06629832272038537}",30,11,24.889251661066577,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.8, 'e': 0.06563533949318151}",30,10,37.228881644064636,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.8, 'e': 0.06497898609824969}",20,16,5.503646739641029,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.8, 'e': 0.0643291962372672}",25,7,35.033239247637454,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.8, 'e': 0.06368590427489453}",20,3,-28.29219494692477,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
275,False,"{'a': 0.8, 'e': 0.06304904523214558}",20,14,13.25859600427144,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.8, 'e': 0.06241855477982412}",20,6,16.30471857571197,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
